	DMSO.1	DMSO.2	DMSO.3	SP600125.1	SP600125.2	SP600125.3
PLLP	29	23	24	17	25	18
CCL22	0	0	1	6	0	0
CX3CL1	8	4	2	10	17	12
CCL17	0	0	0	0	0	0
CIAPIN1	1817	2037	1887	1326	1524	2311
COQ9	394	446	423	377	366	576
AC009052.12	44	54	46	34	30	61
POLR2C	1562	1694	1718	1005	1002	1663
DOK4	1553	1745	1508	728	882	1488
CCDC102A	62	80	54	65	86	99
GPR114	839	905	835	206	259	488
GPR56	1140	1361	1122	3114	2972	5036
RP11-405F3.5	0	0	0	0	0	0
GPR97	27	37	15	18	11	18
RP11-405F3.4	0	0	1	0	0	3
DRC7	57	50	46	7	3	2
KATNB1	1427	1546	1326	989	1098	1667
KIFC3	1499	1650	1441	1525	1506	2544
CTD-2600O9.2	1	1	2	3	2	10
CTD-2600O9.1	9	21	8	5	9	8
CNGB1	62	79	64	58	61	61
TEPP	36	37	23	36	61	45
ZNF319	309	350	317	344	351	528
USB1	2531	2730	2674	2084	2100	3352
MMP15	2149	2198	2068	4548	4680	7922
CFAP20	761	742	734	613	592	861
CTB-134F13.1	0	0	0	0	0	0
RP11-459F6.3	0	0	0	0	0	1
CSNK2A2	5476	5571	5692	3448	3484	5521
RP11-459F6.1	0	0	0	0	0	0
CCDC113	50	53	33	52	79	97
PRSS54	0	0	0	1	0	0
GINS3	453	486	536	241	268	496
RP11-481J2.1	0	0	0	0	0	0
RP11-481J2.3	6	5	10	4	1	7
RP11-481J2.2	0	0	0	0	0	0
NDRG4	179	171	164	152	175	283
SETD6	265	305	278	153	141	309
CNOT1	13451	13712	14582	7563	7577	12754
RP11-481J2.4	8	3	7	0	6	5
AC010287.1	0	0	0	0	0	0
SLC38A7	689	793	769	1065	1095	1635
RP11-451N19.3	0	1	0	0	0	0
GOT2	5955	6491	6445	3825	4026	6474
RP11-410D17.2	0	0	0	1	1	0
RP11-700H13.1	0	0	0	0	0	0
RP11-430C1.1	0	0	0	6	0	5
RP11-457D20.2	0	0	0	0	0	0
RP11-354I13.2	0	0	0	0	0	0
RP11-354I13.1	0	0	0	1	6	0
CDH8	7	6	6	20	15	32
RP11-109D24.1	0	0	0	0	0	1
CTC-420A11.2	0	0	0	0	0	0
RP11-75D3.1	0	0	0	0	0	0
AC009110.1	0	0	0	0	0	0
RP11-96H17.1	0	0	0	2	0	1
RP11-96H17.3	0	0	0	0	0	0
RP11-368L12.1	0	0	0	0	0	0
RP11-2K6.2	0	0	0	0	0	0
RP11-2K6.1	0	0	0	0	0	0
RP11-370P15.2	0	0	0	0	0	0
RP11-21L1.1	0	0	0	0	0	0
RP11-744D14.2	0	0	0	0	0	0
AC012322.1	0	0	0	0	0	0
RP11-467L24.1	0	0	0	0	0	0
RP11-439I14.2	0	0	0	0	0	0
CDH11	0	0	0	18	12	0
RP11-229O3.1	0	0	0	0	0	1
RP11-95H3.1	0	0	0	0	0	0
RP11-256I9.2	0	0	0	0	0	0
RP11-256I9.3	0	0	0	0	0	0
LINC00922	0	1	0	0	0	0
RP11-351A20.1	0	0	0	0	0	0
RP11-351A20.2	0	0	0	0	0	0
RP11-513N24.1	0	0	0	0	0	0
CDH5	6426	6411	6383	9595	8925	15400
LINC00920	37	56	41	36	25	57
BEAN1	174	170	145	262	322	432
BEAN1-AS1	9	9	8	10	6	7
RP11-403P17.5	24	21	14	32	39	48
TK2	199	190	144	297	271	414
RP11-403P17.3	0	0	0	0	0	0
RP11-403P17.4	0	2	0	4	0	0
CKLF	353	364	394	651	557	901
CKLF-CMTM1	286	320	343	535	449	753
RP11-403P17.6	6	5	2	5	0	0
CMTM1	46	66	73	75	75	131
CMTM2	3	1	2	2	4	0
RP11-403P17.2	0	0	0	0	0	0
CMTM3	657	790	674	502	516	773
CMTM4	2697	2888	2835	2855	3057	4872
DYNC1LI2	3380	3469	3420	3917	3820	6418
RP11-63M22.2	0	0	0	1	5	1
RP11-63M22.1	0	0	0	0	0	0
RP11-61A14.4	1	0	0	12	4	18
CCDC79	0	0	1	3	5	0
NAE1	1693	1849	1719	1012	958	1786
RP11-61A14.1	0	0	0	0	0	0
CA7	0	0	0	2	1	0
PDP2	1038	1170	1087	507	430	833
RP11-61A14.2	110	110	122	39	26	71
RP11-61A14.3	225	245	241	111	93	207
CDH16	0	0	0	0	0	0
RRAD	3	3	9	155	129	203
FAM96B	883	1008	954	674	710	1177
CES2	726	821	748	1435	1624	2506
RP11-361L15.4	28	35	33	35	55	89
RP11-361L15.3	0	0	0	0	1	0
CES3	5	8	5	5	2	8
CES4A	4	12	1	16	4	26
RP11-361L15.5	0	0	0	0	0	0
CBFB	1255	1352	1440	1044	968	1473
C16orf70	1151	1303	1191	760	804	1213
B3GNT9	25	24	35	79	72	119
TRADD	162	195	123	392	326	534
FBXL8	27	42	37	31	33	68
RP11-5A19.5	10	17	20	19	25	23
HSF4	15	24	30	31	37	48
NOL3	43	51	54	76	59	99
KIAA0895L	287	346	263	273	257	384
EXOC3L1	4	0	2	1	0	0
E2F4	3197	3610	3313	1750	1597	2648
ELMO3	271	257	242	214	249	402
CTC-277H1.6	0	0	0	1	0	4
LRRC29	4	9	5	3	0	20
TMEM208	405	472	428	815	726	1219
FHOD1	1713	1956	1909	982	1011	1589
SLC9A5	27	45	26	34	43	60
CTC-277H1.7	2	3	1	5	13	7
PLEKHG4	110	114	122	71	66	139
KCTD19	1	2	3	1	1	0
LRRC36	2	1	2	6	7	12
TPPP3	46	30	32	100	79	163
ZDHHC1	76	79	52	239	176	364
HSD11B2	223	189	282	394	235	579
RP11-297D21.2	2	0	1	0	0	7
ATP6V0D1	2670	2952	2791	2790	3052	4735
RP11-297D21.4	1	0	0	0	0	0
AGRP	0	0	0	0	0	0
CTD-2012K14.8	2	0	1	3	0	2
FAM65A	1679	1793	1809	1736	1821	2931
CTD-2012K14.2	0	0	1	0	3	0
CTD-2012K14.3	0	0	0	0	0	0
CTD-2012K14.4	0	0	0	0	0	0
CTD-2012K14.6	0	0	1	0	0	3
CTD-2012K14.5	2	1	0	4	0	0
CTD-2012K14.7	0	0	0	0	1	0
CTCF	2158	2182	2443	1651	1562	2535
AC009095.4	0	0	0	0	0	0
RLTPR	118	111	100	40	62	148
ACD	598	709	645	426	460	627
PARD6A	31	35	24	25	31	47
ENKD1	107	111	103	138	112	219
C16orf86	10	21	22	9	10	47
GFOD2	833	874	799	815	688	1314
RANBP10	1137	1202	1210	1202	1140	1647
RP11-167P11.2	9	5	0	6	0	3
TSNAXIP1	4	4	4	6	2	10
CENPT	1085	1180	1005	1261	1209	2131
THAP11	766	823	779	345	313	603
NUTF2	3491	4097	4038	3695	3265	5625
EDC4	3312	3577	3529	1794	1648	2985
CTC-479C5.10	889	987	966	490	408	721
NRN1L	80	98	79	45	18	16
PSKH1	746	760	774	803	932	1512
CTRL	120	168	132	33	21	34
CTC-479C5.12	428	539	446	154	130	174
PSMB10	296	361	309	142	145	192
LCAT	169	177	135	232	192	360
SLC12A4	2054	2278	2054	3615	3713	6279
DPEP3	1	5	0	4	4	4
DPEP2	0	1	2	12	7	6
DUS2	573	628	561	552	492	849
CTC-479C5.6	6	2	5	16	13	18
DDX28	385	484	427	313	422	562
RP11-67A1.2	146	163	169	120	70	174
NFATC3	2145	2235	2288	1062	1058	1913
RP11-96D1.9	4	6	2	3	3	13
RP11-67A1.4	0	0	0	0	0	0
RP11-96D1.5	0	0	0	0	0	0
RP11-96D1.10	373	393	379	188	217	338
RP11-96D1.11	300	309	286	264	287	468
ESRP2	1613	1864	1811	1297	1286	2047
RP11-96D1.6	3	2	0	0	0	0
PLA2G15	823	815	847	484	521	880
RP11-96D1.7	0	0	0	0	0	0
SLC7A6	5114	5159	5834	2986	2668	4458
SLC7A6OS	482	472	450	459	414	755
RP11-96D1.8	8	5	1	5	1	4
PRMT7	1118	1201	986	567	544	850
RP11-96D1.3	2	3	1	0	0	0
SMPD3	26	43	32	9	7	6
RP11-71L14.3	0	0	0	0	0	0
RP11-71L14.4	0	0	0	1	4	8
ZFP90	319	356	320	403	360	631
RP11-615I2.1	0	0	0	0	0	0
RP11-615I2.6	0	0	0	5	0	1
CDH3	2877	3050	2925	2510	2690	4133
RP11-615I2.2	10	11	6	2	6	7
CDH1	38746	40961	38494	29781	30719	50228
RP11-354M1.2	0	0	0	4	6	4
TANGO6	825	842	840	492	577	854
RP11-521L9.1	0	0	0	1	0	0
RP11-521L9.2	3	5	4	1	2	1
HAS3	204	211	209	295	355	589
CHTF8	2394	2623	2317	1902	1815	3011
CIRH1A	726	779	984	1287	940	1418
SNTB2	1481	1550	1797	919	878	1448
RP11-70O5.2	1	0	0	1	0	0
RP11-343C2.11	1499	1621	1572	1751	1719	2936
VPS4A	2444	2646	2624	2512	2604	4248
COG8	1294	1367	1428	1087	902	1762
PDF	692	727	694	444	382	781
RP11-343C2.12	587	605	654	369	332	637
RP11-343C2.9	169	221	224	127	99	225
RP11-343C2.7	84	120	111	59	50	129
NIP7	953	1092	1185	864	880	1422
TMED6	1	5	1	2	2	7
TERF2	1193	1203	1212	978	941	1516
CYB5B	5424	5855	5725	5112	5144	7745
RP11-140H17.1	234	259	223	171	187	261
NFAT5	5052	4925	6571	4698	4841	8682
RP11-140H17.2	5	4	7	9	3	10
RP11-311C24.1	475	436	682	477	563	941
NQO1	1663	1766	1890	2380	2448	4277
CTD-2033A16.1	0	0	0	0	4	0
CTD-2033A16.3	3	2	2	11	5	13
NOB1	1913	1986	1978	1075	1118	1659
WWP2	1890	2228	1945	1359	1387	2073
CLEC18A	1	7	3	3	0	6
PDXDC2P	270	262	181	303	222	391
AC009022.1	0	0	0	3	0	1
PDPR	824	877	915	509	580	978
RP11-296I10.3	0	0	0	1	0	0
CLEC18C	0	0	1	3	2	0
AC009060.2	0	0	0	0	0	0
FKSG63	0	0	0	0	0	0
EXOSC6	1356	1489	1475	1439	1473	2632
AARS	5990	6606	6095	6063	5952	9855
DDX19B	575	599	499	426	448	646
RP11-529K1.3	382	403	363	220	219	342
DDX19A	2241	2456	2372	1349	1309	2055
RP11-529K1.2	15	8	8	10	4	14
ST3GAL2	232	243	217	214	197	350
RP11-529K1.4	0	2	0	0	0	4
FUK	114	161	100	179	167	289
COG4	1283	1545	1372	1550	1495	2426
SF3B3	7847	8939	8524	4271	4535	7288
IL34	5	1	3	2	4	4
MTSS1L	8037	8285	8111	4961	4392	8477
RP11-394B2.1	9	16	8	16	9	13
VAC14	1916	2070	1981	1324	1161	1973
RP11-394B2.5	3	0	0	0	0	5
RP11-394B2.6	0	2	0	0	1	2
VAC14-AS1	7	12	4	2	3	3
RP11-394B2.7	0	0	0	2	0	0
RP11-394B2.3	4	7	3	8	3	6
RP11-424M24.3	0	0	0	0	0	0
RP11-424M24.5	0	0	0	0	0	0
HYDIN	71	67	76	101	76	138
RP11-23E19.1	0	0	0	0	0	0
RP11-23E19.2	0	0	0	0	0	0
CMTR2	574	596	606	484	425	721
CTD-2520I13.1	0	0	0	0	0	0
CALB2	219	197	248	378	221	495
RP11-510M2.1	0	0	1	0	0	0
ZNF23	215	200	190	236	198	394
RP11-510M2.2	0	0	0	0	0	0
ZNF19	59	63	37	60	59	127
RP11-510M2.6	0	0	0	0	0	0
CHST4	6	8	16	7	14	6
RP11-510M2.5	0	0	0	0	0	0
TAT	0	0	0	2	0	0
RP11-432I5.1	0	4	0	1	2	4
RP11-432I5.2	3	0	2	2	1	0
MARVELD3	1457	1527	1464	1394	1441	2561
PHLPP2	981	1045	1048	810	821	1652
RP11-432I5.6	0	0	1	0	0	0
RP11-432I5.8	0	0	0	2	0	1
RP11-432I5.4	0	0	0	0	0	0
AP1G1	4166	4367	4423	2634	2957	4909
ATXN1L	2247	2333	2300	2602	2640	4095
IST1	2944	3085	3122	2256	2392	3821
RP11-417N10.4	0	0	2	2	0	0
ZNF821	165	140	137	178	162	295
RP11-498D10.3	0	1	1	0	0	0
PKD1L3	0	0	0	1	0	0
DHODH	367	395	333	216	232	307
TXNL4B	356	360	323	195	157	245
HP	0	0	0	0	0	0
HPR	0	0	0	0	0	0
RP11-384M15.3	0	0	0	0	0	0
DHX38	2701	2980	2828	2403	2389	3977
PMFBP1	6	9	3	13	14	14
RP11-328J14.1	0	0	0	0	0	4
AC004158.2	37	35	16	36	56	80
AC004158.3	0	0	0	0	0	4
AC004158.1	0	0	0	2	2	0
RP5-991G20.1	65	65	61	59	70	111
RP5-991G20.6	0	0	0	0	0	0
ZFHX3	6574	6991	8900	5455	4947	8730
RP5-991G20.2	0	1	0	0	0	1
CTD-2326C4.1	1	6	2	0	0	0
AC002044.3	2	1	5	11	13	7
AC002044.4	0	0	3	2	0	2
AC002044.1	8	10	6	11	10	28
RP11-346C20.4	1	0	0	2	0	5
RP11-346C20.3	5	2	4	5	0	7
HCCAT5	0	0	0	0	0	0
C16orf47	2	1	3	1	0	0
AC140912.1	0	1	0	0	0	3
RP11-140I24.2	0	0	0	0	0	0
RP11-140I24.1	0	0	0	0	0	0
RP11-44L9.1	0	0	0	0	0	0
RP11-44L9.2	0	0	0	0	0	0
RP11-44L9.3	0	0	0	0	0	0
CTD-2009A10.1	0	0	0	0	0	0
RP11-53L24.1	0	0	0	0	0	0
RP11-42H13.1	0	0	0	0	0	0
AC009120.4	0	0	2	0	0	0
AC009120.9	0	0	0	0	0	0
AC009120.10	0	0	0	0	0	0
AC009120.11	0	1	0	0	0	3
PSMD7	2921	3138	3081	3885	3374	5509
AC009120.6	17	14	16	28	8	18
AC009120.5	0	0	0	0	0	0
RP11-252A24.3	0	0	0	0	0	0
NPIPB15	42	35	44	30	11	49
CLEC18B	0	2	0	13	1	2
RP11-252A24.5	0	0	0	0	0	0
RFWD3	1647	1632	1557	1094	1108	1853
MLKL	39	42	23	56	59	76
FA2H	13	21	12	23	16	5
WDR59	1986	2064	1906	1404	1434	2461
ZNRF1	1911	2170	1925	1370	1311	2196
RP11-252E2.1	2	2	4	0	8	1
LDHD	72	82	61	37	47	55
RP11-252E2.2	1	0	2	0	0	0
ZFP1	202	195	220	113	147	234
CTRB2	0	0	3	0	0	0
CTRB1	1	1	0	0	0	1
BCAR1	4558	4980	4609	3582	3245	6174
RP11-331F4.5	62	100	48	103	103	163
CFDP1	468	510	532	370	344	477
RP11-252K23.1	0	4	1	4	0	8
RP11-252K23.2	9	3	6	5	5	7
RP11-77K12.1	147	188	186	121	120	203
RP11-77K12.9	5	1	0	5	0	0
TMEM170A	1008	1118	1130	985	1040	1681
RP11-77K12.3	2	1	0	3	0	8
CHST6	75	86	91	241	233	339
RP11-77K12.4	0	0	0	1	0	0
RP11-77K12.10	0	0	0	0	0	0
RP11-77K12.7	6	9	9	5	7	14
CHST5	0	3	0	0	3	0
TMEM231	79	76	72	58	63	148
RP11-77K12.8	41	37	51	37	63	121
RP11-490B18.5	0	1	0	1	0	0
GABARAPL2	827	844	760	939	1160	1839
RP11-490B18.6	0	0	0	9	0	3
ADAT1	478	461	513	522	619	995
KARS	5297	5608	5563	3202	3061	5107
TERF2IP	380	447	345	611	512	862
RP11-2C15.1	0	0	0	0	0	0
RP11-293N14.1	0	0	0	0	0	0
RP11-150D5.2	0	0	0	0	0	2
CNTNAP4	51	51	54	49	65	118
RP11-58C22.1	4	1	0	5	3	1
RP11-58C22.2	0	0	0	0	0	0
RP11-96P7.1	4	2	3	7	4	0
CTD-2336H13.2	0	0	0	4	0	0
CTD-2300H10.2	0	0	0	0	0	0
MON1B	1731	1991	1751	1725	1903	3033
SYCE1L	40	38	36	46	39	55
RP11-538I12.2	0	0	0	1	0	0
RP11-538I12.3	0	0	0	1	0	0
ADAMTS18	37	47	35	18	19	39
RP11-449J10.1	0	0	0	0	0	0
RP11-571O6.1	0	0	0	0	0	0
RP11-571O6.2	0	0	0	0	0	0
NUDT7	23	30	9	21	22	21
RP11-264M12.2	0	0	0	0	0	1
VAT1L	5	6	5	16	16	29
RP11-264M12.4	0	0	0	0	0	0
RP11-281J9.2	0	0	0	0	0	0
CLEC3A	0	0	0	0	6	0
WWOX	206	234	219	260	208	397
RP11-358L22.3	7	13	16	14	7	24
RP11-190D6.1	0	0	0	0	0	0
RP11-190D6.2	0	0	0	0	0	0
RP11-264L1.4	0	0	0	0	0	0
RP11-264L1.1	0	0	0	0	0	0
RP11-264L1.3	0	1	0	3	1	0
RP11-264L1.2	0	0	0	4	0	0
RP11-133M8.3	1	1	0	0	0	2
RP11-319G9.1	2	2	2	8	9	3
RP11-319G9.3	2	2	3	5	6	2
RP11-319G9.4	0	0	0	0	0	0
RP11-319G9.5	0	1	0	2	2	8
RP11-556H2.1	0	1	0	1	0	0
RP11-556H2.4	0	0	0	0	0	0
RP11-556H2.3	0	0	0	0	0	0
RP11-556H2.2	0	0	0	0	0	0
RP11-679B19.1	0	0	0	0	0	0
RP11-679B19.2	0	0	0	0	0	0
RP11-467I17.1	0	0	0	0	0	0
MAF	0	0	0	1	8	1
RP11-70D24.3	0	0	0	0	0	0
RP11-70D24.2	0	0	0	0	0	0
RP11-70D24.4	0	0	0	0	0	0
RP11-70D24.1	0	0	0	0	0	0
RP11-345M22.1	0	0	0	1	0	0
RP11-345M22.2	0	0	0	0	0	0
LINC01228	0	0	0	0	0	0
RP11-148M9.1	0	0	0	0	0	0
RP11-525K10.1	0	0	0	0	0	0
RP11-525K10.3	2	0	0	5	7	0
RP11-525K10.2	0	0	0	0	0	0
DYNLRB2	0	1	3	0	2	1
RP11-109P11.1	0	1	0	1	0	3
LINC01227	1	0	1	0	0	0
CDYL2	933	902	950	1632	1662	2888
RP11-18F14.4	1	0	1	13	7	2
CTD-2055G21.1	0	0	0	0	0	0
RP11-314O13.1	12	17	12	1	3	8
CMC2	630	746	785	721	565	939
RP11-303E16.9	6	6	7	11	5	17
CENPN	936	1051	1073	874	771	1273
RP11-303E16.3	2	0	2	0	0	0
RP11-303E16.2	192	225	234	143	176	196
ATMIN	5400	5438	5625	3152	3415	5781
C16orf46	105	93	91	71	44	125
RP11-303E16.8	792	833	737	830	781	1364
RP11-303E16.5	0	0	0	0	0	0
RP11-303E16.6	132	164	188	9	17	8
RP11-303E16.7	0	2	3	3	0	5
GCSH	1988	2162	2054	1517	1514	2537
DKFZP686J19100	90	92	53	71	67	139
BCO1	3	5	6	8	2	11
RP11-626G3.1	0	0	0	0	0	0
RP11-55K13.1	2	2	4	2	0	1
GAN	4583	4659	5121	2882	2735	4754
RP11-391L3.1	233	217	247	154	173	328
CMIP	4590	4675	4817	3948	3703	6364
RP11-391L3.4	0	0	0	0	0	0
RP11-391L3.3	56	37	32	105	60	144
RP11-274A11.5	0	0	0	0	0	0
RP11-274A11.3	11	12	16	18	22	22
RP11-274A11.4	14	16	7	18	10	25
RP11-960L18.1	0	0	0	0	0	3
PLCG2	315	370	291	550	614	971
RP11-510J16.6	0	0	0	0	0	0
SDR42E1	389	362	415	427	397	742
HSD17B2	0	0	0	0	2	3
RP11-510J16.5	0	0	0	1	1	0
MPHOSPH6	396	450	447	347	270	435
CTD-2588J6.2	0	0	0	0	0	0
RP11-481E4.2	0	0	0	0	0	1
RP11-2L4.1	0	0	0	0	0	0
CDH13	1	5	1	7	2	5
RP11-22H5.1	0	0	0	0	0	0
RP11-22H5.2	0	0	0	0	1	0
CTD-3253I12.1	0	0	0	0	0	0
RP11-543N12.1	0	0	0	0	0	0
RP11-298D21.3	0	0	0	0	0	0
RP11-298D21.1	0	0	0	0	0	0
RP11-298D21.2	0	0	0	0	0	0
RP11-483P21.2	0	0	0	1	0	0
HSBP1	2294	2467	2412	2615	2405	4276
MLYCD	392	461	378	220	216	364
RP11-505K9.4	61	72	58	22	29	47
RP11-483P21.6	0	0	0	0	0	0
OSGIN1	557	583	598	449	408	569
NECAB2	3	4	0	1	1	5
SLC38A8	0	0	0	0	0	8
MBTPS1	2628	2649	2586	3160	3165	5241
RP11-505K9.5	10	3	8	4	4	7
RP11-505K9.1	15	5	6	10	15	11
HSDL1	389	482	382	392	465	685
DNAAF1	0	3	0	0	1	0
TAF1C	960	1156	975	573	532	901
ADAD2	1	2	4	4	0	0
RP11-486L19.2	0	0	0	0	0	0
KCNG4	0	0	0	3	0	0
RP11-558A11.1	0	0	0	0	0	0
WFDC1	6	5	2	0	1	2
RP11-558A11.2	0	0	0	0	0	0
RP11-558A11.3	0	0	0	0	0	0
ATP2C2	1170	1248	1109	1413	1549	2330
RP11-517C16.2	49	71	60	106	92	129
TLDC1	1976	1866	1836	2189	2089	3553
RP11-517C16.4	0	0	0	0	0	0
COTL1	14335	15272	14717	12868	12616	20191
RP11-61F12.1	0	0	0	0	3	0
KLHL36	1485	1647	1575	1371	1414	2238
USP10	5634	6089	6218	4023	3840	6428
CRISPLD2	1138	1116	1086	2038	2261	3285
RP11-254F19.2	0	0	0	7	0	6
RP11-254F19.4	0	2	0	0	2	8
RP11-254F19.3	0	0	0	0	0	0
ZDHHC7	3901	4164	3982	4036	4026	6580
KIAA0513	752	780	714	1137	1112	1838
FAM92B	0	0	0	2	0	0
RP11-442O1.4	0	0	0	0	0	0
RP11-442O1.3	0	1	0	0	0	0
CTC-786C10.1	0	1	1	4	4	6
LINC00311	0	0	0	0	0	9
RP11-680G10.1	0	1	0	2	3	3
LA16c-352F7.1	0	0	0	0	0	0
RP11-118F19.1	0	0	0	0	0	0
CTD-2542L18.1	16	20	27	22	22	75
GSE1	7035	7821	7380	4163	3724	6917
GINS2	755	816	765	482	371	654
C16orf74	43	55	47	83	60	134
RP11-568J23.8	0	0	0	0	0	0
RP11-568J23.4	0	0	0	0	0	0
EMC8	1098	1184	1201	512	526	945
RP11-568J23.5	0	0	0	0	0	0
RP11-568J23.6	0	0	0	0	0	0
COX4I1	5579	6240	5825	5220	4807	7619
RP11-568J23.2	0	0	0	0	0	0
IRF8	137	169	139	73	79	119
RP11-542M13.3	0	0	0	0	0	0
RP11-542M13.2	0	0	0	0	0	0
RP11-542M13.1	0	0	0	0	0	0
RP11-805I24.1	0	0	0	0	4	0
RP11-805I24.4	0	0	0	0	0	0
RP11-805I24.3	0	0	0	1	0	1
LINC01082	1	1	0	0	0	0
RP11-514D23.3	0	0	0	1	0	0
LINC01081	0	0	0	0	0	0
RP11-514D23.1	0	0	0	0	0	0
LINC00917	0	0	0	1	0	0
RP11-158I3.3	0	0	0	2	1	0
FENDRR	0	0	0	0	1	1
FOXF1	0	0	0	11	7	4
RP11-463O9.9	1	0	0	11	1	3
MTHFSD	161	160	170	138	134	291
FLJ30679	20	12	6	20	6	22
FOXC2-AS1	0	0	0	0	0	1
FOXC2	6	2	4	17	36	29
FOXL1	0	1	0	0	13	5
RP11-463O9.2	0	0	0	0	0	0
RP11-463O9.6	0	0	0	0	0	0
RP11-58A18.1	0	0	0	0	0	0
RP11-58A18.2	0	0	0	1	0	0
CTD-2015G9.1	0	0	0	0	0	0
CTD-2015G9.2	0	0	0	0	0	0
RP11-134D3.1	0	0	0	0	0	0
RP11-134D3.2	0	0	0	4	0	0
C16orf95	64	43	52	96	56	131
RP11-899L11.1	3	2	0	5	4	4
RP11-899L11.3	4	1	7	5	6	9
RP11-178L8.5	1	1	2	3	2	1
RP11-178L8.6	0	0	0	0	0	0
RP11-178L8.4	101	94	87	106	62	151
RP11-178L8.7	4	6	1	4	2	8
RP11-178L8.8	0	0	0	0	0	0
FBXO31	768	840	763	779	755	1249
RP11-178L8.9	0	0	0	0	0	0
MAP1LC3B	1569	1422	1442	1642	2035	2948
RP11-178L8.3	0	0	0	0	0	0
ZCCHC14	1508	1468	1599	764	676	1240
RP11-106D4.2	7	7	8	6	6	18
RP11-482M8.1	0	3	0	0	0	1
RP11-482M8.3	0	0	0	0	0	0
JPH3	0	1	0	15	26	33
RP11-278A23.4	3	2	3	1	0	3
RP11-278A23.1	66	92	79	40	41	72
KLHDC4	1103	1221	1125	1070	988	1718
RP11-278A23.2	1	0	0	3	2	2
RP4-536B24.4	0	0	0	1	3	2
RP4-536B24.3	0	0	0	0	0	1
SLC7A5	21571	24561	22867	20868	20084	33558
RP4-536B24.2	0	0	1	1	3	0
CA5A	2	2	1	3	1	5
GS1-21A4.1	0	0	0	0	0	0
BANP	547	578	520	420	379	745
RP11-863P13.5	0	0	0	0	0	0
RP11-863P13.6	0	0	0	2	0	1
RP11-863P13.4	0	0	0	0	0	1
RP11-863P13.1	0	0	0	0	0	0
RP11-863P13.3	0	0	0	0	0	0
RP11-863P13.2	0	0	0	0	0	0
LA16c-444G7.2	0	0	0	0	0	0
LA16c-444G7.1	0	0	0	0	0	0
ZNF469	0	0	1	21	0	4
ZFPM1	129	141	118	92	126	144
RP11-21B21.4	0	0	0	0	0	0
ZC3H18	2230	2356	2278	2015	1793	3073
IL17C	3	3	4	1	0	2
CYBA	2264	2441	2272	2597	2318	3979
MVD	1423	1502	1314	1037	1071	1689
SNAI3-AS1	27	22	30	27	8	42
SNAI3	29	49	26	18	25	26
RNF166	412	546	455	233	261	422
RP5-1142A6.5	0	0	0	0	0	0
CTU2	638	748	687	277	276	498
RP5-1142A6.10	9	16	5	19	20	30
PIEZO1	7816	8432	7583	7705	7967	13568
RP5-1142A6.9	10	8	8	11	18	8
RP5-1142A6.2	9	9	5	13	4	5
RP5-1142A6.7	0	0	0	0	0	0
RP5-1142A6.8	0	0	0	0	0	0
CDT1	2040	2415	2183	1502	1403	2150
APRT	1956	1885	1769	893	960	1495
GALNS	804	898	857	401	361	618
TRAPPC2L	925	1037	1032	832	776	1118
PABPN1L	0	0	0	0	0	0
CBFA2T3	10	10	1	21	22	51
RP11-830F9.5	0	0	0	0	1	1
RP11-830F9.7	0	0	0	0	0	0
RP11-830F9.6	0	0	0	0	0	0
CTD-2555A7.1	0	0	0	0	0	0
CTD-2555A7.2	0	1	0	0	0	0
ACSF3	989	1173	1032	405	349	664
CTD-2555A7.3	5	2	4	0	0	0
LINC00304	3	0	1	0	1	1
RP11-46C24.3	1	0	0	0	0	0
CDH15	0	0	0	4	2	0
SLC22A31	47	62	37	20	15	33
RP11-46C24.7	14	17	7	12	18	21
ZNF778	1651	1684	1788	877	969	1577
RP11-46C24.6	0	0	0	0	0	0
ANKRD11	5039	5178	5635	5518	5065	8545
AC137932.4	22	17	36	4	25	14
AC137932.5	14	21	30	4	6	14
AC137932.6	11	9	10	3	2	2
RP1-168P16.2	3	3	3	1	3	5
RP1-168P16.1	6	2	4	7	3	12
SPG7	1269	1374	1307	992	985	1842
RP11-104N10.1	0	3	0	2	0	7
RP11-104N10.2	251	234	212	173	122	263
RPL13	19860	21825	19522	14138	13311	21733
CPNE7	56	72	48	10	30	34
DPEP1	4	0	0	4	0	0
CHMP1A	3666	4393	3833	3214	3043	5073
SPATA33	201	214	196	90	100	142
CDK10	669	711	665	506	395	769
RP11-368I7.4	4	4	4	0	0	10
RP11-368I7.6	0	0	0	0	0	0
SPATA2L	484	534	466	405	410	548
VPS9D1	143	134	120	321	256	442
VPS9D1-AS1	647	783	749	183	151	295
ZNF276	830	926	819	363	385	653
FANCA	325	438	385	339	292	546
SPIRE2	233	230	225	362	318	609
TCF25	2745	2986	2697	2093	2071	3590
RP11-566K11.7	261	274	249	162	141	288
MC1R	170	178	152	140	119	189
TUBB3	2054	2316	2027	2113	2172	3476
RP11-566K11.4	0	3	0	2	0	2
DEF8	1551	1722	1476	1538	1532	2506
CENPBD1	407	428	388	367	385	605
RP11-566K11.5	0	1	0	0	1	0
DBNDD1	2186	2313	2330	1219	1063	2052
GAS8	536	598	576	593	634	1032
GAS8-AS1	0	0	0	0	0	0
PRDM7	0	0	0	2	0	0
FAM157C	8	5	8	4	5	14
RP11-356C4.3	0	0	0	0	0	0
RP11-356C4.5	0	0	0	0	0	0
AC137934.1	3	0	2	1	3	5
RP11-1228E12.1	0	0	0	0	0	0
